file,concept1,concept2,value
oaei_all_mappings.csv,edas-place,ekaw-location,1.0
oaei_all_mappings.csv,edas-academiaorganization,ekaw-academic_institution,1.0
oaei_all_mappings.csv,edas-socialevent,ekaw-social_event,1.0
oaei_all_mappings.csv,edas-isreviewing,ekaw-reviewerofpaper,1.0
oaei_all_mappings.csv,edas-organization,ekaw-organisation,1.0
oaei_all_mappings.csv,edas-author,ekaw-paper_author,1.0
oaei_all_mappings.csv,edas-islocationof,ekaw-locationof,1.0
oaei_all_mappings.csv,edas-topic,ekaw-research_topic,1.0
oaei_all_mappings.csv,edas-document,ekaw-document,1.0
oaei_all_mappings.csv,edas-rejectedpaper,ekaw-rejected_paper,1.0
oaei_all_mappings.csv,edas-conferenceevent,ekaw-event,1.0
oaei_all_mappings.csv,edas-sessionchair,ekaw-session_chair,1.0
oaei_all_mappings.csv,edas-person,ekaw-person,1.0
oaei_all_mappings.csv,edas-programme,ekaw-programme_brochure,1.0
oaei_all_mappings.csv,edas-review,ekaw-review,1.0
oaei_all_mappings.csv,edas-workshop,ekaw-workshop,1.0
oaei_all_mappings.csv,edas-paper,ekaw-paper,1.0
oaei_all_mappings.csv,edas-attendee,ekaw-conference_participant,1.0
oaei_all_mappings.csv,edas-haslocation,ekaw-heldin,1.0
oaei_all_mappings.csv,edas-place,sigkdd-place,1.0
oaei_all_mappings.csv,edas-hascostamount,sigkdd-price,1.0
oaei_all_mappings.csv,edas-person,sigkdd-person,1.0
oaei_all_mappings.csv,edas-hasname,sigkdd-name_of_conference,1.0
oaei_all_mappings.csv,edas-conferencevenueplace,sigkdd-conference_hall,1.0
oaei_all_mappings.csv,edas-author,sigkdd-author,1.0
oaei_all_mappings.csv,edas-accommodationplace,sigkdd-hotel,1.0
oaei_all_mappings.csv,edas-startdate,sigkdd-start_of_conference,1.0
oaei_all_mappings.csv,edas-conferencechair,sigkdd-general_chair,1.0
oaei_all_mappings.csv,edas-conference,sigkdd-conference,1.0
oaei_all_mappings.csv,edas-enddate,sigkdd-end_of_conference,1.0
oaei_all_mappings.csv,edas-review,sigkdd-review,1.0
oaei_all_mappings.csv,edas-document,sigkdd-document,1.0
oaei_all_mappings.csv,edas-paper,sigkdd-paper,1.0
oaei_all_mappings.csv,edas-attendee,sigkdd-listener,1.0
oaei_all_mappings.csv,ekaw-conference,sigkdd-conference,1.0
oaei_all_mappings.csv,ekaw-person,sigkdd-person,1.0
oaei_all_mappings.csv,ekaw-paper,sigkdd-paper,1.0
oaei_all_mappings.csv,ekaw-review,sigkdd-review,1.0
oaei_all_mappings.csv,ekaw-invited_speaker,sigkdd-invited_speaker,1.0
oaei_all_mappings.csv,ekaw-oc_member,sigkdd-organizing_committee_member,1.0
oaei_all_mappings.csv,ekaw-abstract,sigkdd-abstract,1.0
oaei_all_mappings.csv,ekaw-pc_chair,sigkdd-program_chair,1.0
oaei_all_mappings.csv,ekaw-paper_author,sigkdd-author,1.0
oaei_all_mappings.csv,ekaw-document,sigkdd-document,1.0
oaei_all_mappings.csv,ekaw-location,sigkdd-place,1.0
oaei_all_mappings.csv,cmt-person,edas-person,1.0
oaei_all_mappings.csv,cmt-conference,edas-conference,1.0
oaei_all_mappings.csv,cmt-author,edas-author,1.0
oaei_all_mappings.csv,cmt-reviewer,edas-reviewer,1.0
oaei_all_mappings.csv,cmt-hasconferencemember,edas-hasmember,1.0
oaei_all_mappings.csv,cmt-memberofconference,edas-ismemberof,1.0
oaei_all_mappings.csv,cmt-conferencechair,edas-conferencechair,1.0
oaei_all_mappings.csv,cmt-review,edas-review,1.0
oaei_all_mappings.csv,cmt-document,edas-document,1.0
oaei_all_mappings.csv,cmt-paper,edas-paper,1.0
oaei_all_mappings.csv,cmt-hasauthor,edas-iswrittenby,1.0
oaei_all_mappings.csv,cmt-hasbeenassigned,edas-isreviewing,1.0
oaei_all_mappings.csv,cmt-assignedto,edas-isreviewedby,1.0
oaei_all_mappings.csv,conference-abstract,sigkdd-abstract,1.0
oaei_all_mappings.csv,conference-invited_speaker,sigkdd-invited_speaker,1.0
oaei_all_mappings.csv,conference-regular_author,sigkdd-author,1.0
oaei_all_mappings.csv,conference-review,sigkdd-review,1.0
oaei_all_mappings.csv,conference-program_committee,sigkdd-program_committee,1.0
oaei_all_mappings.csv,conference-conference_volume,sigkdd-conference,1.0
oaei_all_mappings.csv,conference-conference_fees,sigkdd-fee,1.0
oaei_all_mappings.csv,conference-has_an_email,sigkdd-e-mail,1.0
oaei_all_mappings.csv,conference-paper,sigkdd-paper,1.0
oaei_all_mappings.csv,conference-organizing_committee,sigkdd-organizing_committee,1.0
oaei_all_mappings.csv,conference-person,sigkdd-person,1.0
oaei_all_mappings.csv,conference-committee,sigkdd-committee,1.0
oaei_all_mappings.csv,conference-is_given_by,sigkdd-presentationed_by,1.0
oaei_all_mappings.csv,conference-gives_presentations,sigkdd-presentation,1.0
oaei_all_mappings.csv,conference-conference_document,sigkdd-document,1.0
oaei_all_mappings.csv,confof-trip,edas-excursion,1.0
oaei_all_mappings.csv,confof-social_event,edas-socialevent,1.0
oaei_all_mappings.csv,confof-reviewes,edas-isreviewing,1.0
oaei_all_mappings.csv,confof-organization,edas-organization,1.0
oaei_all_mappings.csv,confof-writtenby,edas-iswrittenby,1.0
oaei_all_mappings.csv,confof-working_event,edas-academicevent,1.0
oaei_all_mappings.csv,confof-reception,edas-reception,1.0
oaei_all_mappings.csv,confof-hassurname,edas-haslastname,1.0
oaei_all_mappings.csv,confof-workshop,edas-workshop,1.0
oaei_all_mappings.csv,confof-author,edas-author,1.0
oaei_all_mappings.csv,confof-hasfirstname,edas-hasfirstname,1.0
oaei_all_mappings.csv,confof-event,edas-conferenceevent,1.0
oaei_all_mappings.csv,confof-topic,edas-topic,1.0
oaei_all_mappings.csv,confof-country,edas-country,1.0
oaei_all_mappings.csv,confof-participant,edas-attendee,1.0
oaei_all_mappings.csv,confof-person,edas-person,1.0
oaei_all_mappings.csv,confof-member_pc,edas-tpcmember,1.0
oaei_all_mappings.csv,confof-paper,edas-paper,1.0
oaei_all_mappings.csv,confof-writes,edas-hasrelatedpaper,1.0
oaei_all_mappings.csv,confof-event,iasted-activity,1.0
oaei_all_mappings.csv,confof-author,iasted-author,1.0
oaei_all_mappings.csv,confof-person,iasted-person,1.0
oaei_all_mappings.csv,confof-banquet,iasted-dinner_banquet,1.0
oaei_all_mappings.csv,confof-administrative_event,iasted-activity_before_conference,1.0
oaei_all_mappings.csv,confof-reception,iasted-coctail_reception,1.0
oaei_all_mappings.csv,confof-city,iasted-city,1.0
oaei_all_mappings.csv,confof-tutorial,iasted-tutorial,1.0
oaei_all_mappings.csv,confof-country,iasted-state,1.0
oaei_all_mappings.csv,cmt-conference,conference-conference_volume,1.0
oaei_all_mappings.csv,cmt-preference,conference-review_preference,1.0
oaei_all_mappings.csv,cmt-author,conference-regular_author,1.0
oaei_all_mappings.csv,cmt-person,conference-person,1.0
oaei_all_mappings.csv,cmt-email,conference-has_an_email,1.0
oaei_all_mappings.csv,cmt-co-author,conference-contribution_co-author,1.0
oaei_all_mappings.csv,cmt-paperabstract,conference-abstract,1.0
oaei_all_mappings.csv,cmt-document,conference-conference_document,1.0
oaei_all_mappings.csv,cmt-review,conference-review,1.0
oaei_all_mappings.csv,cmt-conference,conference-conference,1.0
oaei_all_mappings.csv,cmt-programcommittee,conference-program_committee,1.0
oaei_all_mappings.csv,cmt-chairman,conference-chair,1.0
oaei_all_mappings.csv,cmt-subjectarea,conference-topic,1.0
oaei_all_mappings.csv,cmt-assignedbyreviewer,conference-invited_by,1.0
oaei_all_mappings.csv,cmt-assignexternalreviewer,conference-invites_co-reviewers,1.0
oaei_all_mappings.csv,conference-conference_participant,confof-participant,1.0
oaei_all_mappings.csv,conference-has_an_email,confof-hasemail,1.0
oaei_all_mappings.csv,conference-poster,confof-poster,1.0
oaei_all_mappings.csv,conference-organization,confof-organization,1.0
oaei_all_mappings.csv,conference-topic,confof-topic,1.0
oaei_all_mappings.csv,conference-workshop,confof-workshop,1.0
oaei_all_mappings.csv,conference-paper,confof-paper,1.0
oaei_all_mappings.csv,conference-person,confof-person,1.0
oaei_all_mappings.csv,conference-conference_contribution,confof-contribution,1.0
oaei_all_mappings.csv,conference-tutorial,confof-tutorial,1.0
oaei_all_mappings.csv,conference-conference_volume,confof-conference,1.0
oaei_all_mappings.csv,conference-has_a_track-workshop-tutorial_topic,confof-hastopic,1.0
oaei_all_mappings.csv,conference-regular_author,confof-author,1.0
oaei_all_mappings.csv,conference-has_the_last_name,confof-hassurname,1.0
oaei_all_mappings.csv,conference-has_the_first_name,confof-hasfirstname,1.0
oaei_all_mappings.csv,cmt-programcommitteechair,confof-chair_pc,1.0
oaei_all_mappings.csv,cmt-writepaper,confof-writes,1.0
oaei_all_mappings.csv,cmt-author,confof-author,1.0
oaei_all_mappings.csv,cmt-conferencemember,confof-member,1.0
oaei_all_mappings.csv,cmt-administrator,confof-administrator,1.0
oaei_all_mappings.csv,cmt-title,confof-hastitle,1.0
oaei_all_mappings.csv,cmt-subjectarea,confof-topic,1.0
oaei_all_mappings.csv,cmt-paperfullversion,confof-paper,1.0
oaei_all_mappings.csv,cmt-hasbeenassigned,confof-reviewes,1.0
oaei_all_mappings.csv,cmt-hasauthor,confof-writtenby,1.0
oaei_all_mappings.csv,cmt-conference,confof-conference,1.0
oaei_all_mappings.csv,cmt-programcommitteemember,confof-member_pc,1.0
oaei_all_mappings.csv,cmt-hassubjectarea,confof-dealswith,1.0
oaei_all_mappings.csv,cmt-person,confof-person,1.0
oaei_all_mappings.csv,cmt-paper,confof-contribution,1.0
oaei_all_mappings.csv,cmt-email,confof-hasemail,1.0
oaei_all_mappings.csv,conference-information_for_participants,ekaw-programme_brochure,1.0
oaei_all_mappings.csv,conference-person,ekaw-person,1.0
oaei_all_mappings.csv,conference-tutorial,ekaw-tutorial,1.0
oaei_all_mappings.csv,conference-review,ekaw-review,1.0
oaei_all_mappings.csv,conference-has_a_review,ekaw-hasreview,1.0
oaei_all_mappings.csv,conference-workshop,ekaw-workshop,1.0
oaei_all_mappings.csv,conference-late_paid_applicant,ekaw-late-registered_participant,1.0
oaei_all_mappings.csv,conference-early_paid_applicant,ekaw-early-registered_participant,1.0
oaei_all_mappings.csv,conference-organization,ekaw-organisation,1.0
oaei_all_mappings.csv,conference-track-workshop_chair,ekaw-workshop_chair,1.0
oaei_all_mappings.csv,conference-abstract,ekaw-abstract,1.0
oaei_all_mappings.csv,conference-conference_proceedings,ekaw-conference_proceedings,1.0
oaei_all_mappings.csv,conference-conference_volume,ekaw-conference,1.0
oaei_all_mappings.csv,conference-rejected_contribution,ekaw-rejected_paper,1.0
oaei_all_mappings.csv,conference-poster,ekaw-poster_paper,1.0
oaei_all_mappings.csv,conference-track,ekaw-track,1.0
oaei_all_mappings.csv,conference-topic,ekaw-research_topic,1.0
oaei_all_mappings.csv,conference-conference_www,ekaw-web_site,1.0
oaei_all_mappings.csv,conference-invited_speaker,ekaw-invited_speaker,1.0
oaei_all_mappings.csv,conference-contributes,ekaw-authorof,1.0
oaei_all_mappings.csv,conference-accepted_contribution,ekaw-accepted_paper,1.0
oaei_all_mappings.csv,conference-conference_document,ekaw-document,1.0
oaei_all_mappings.csv,conference-reviewed_contribution,ekaw-evaluated_paper,1.0
oaei_all_mappings.csv,conference-submitted_contribution,ekaw-submitted_paper,1.0
oaei_all_mappings.csv,conference-regular_author,ekaw-paper_author,1.0
oaei_all_mappings.csv,cmt-document,ekaw-document,1.0
oaei_all_mappings.csv,cmt-conferencemember,ekaw-conference_participant,1.0
oaei_all_mappings.csv,cmt-author,ekaw-paper_author,1.0
oaei_all_mappings.csv,cmt-writtenby,ekaw-reviewwrittenby,1.0
oaei_all_mappings.csv,cmt-hasbeenassigned,ekaw-reviewerofpaper,1.0
oaei_all_mappings.csv,cmt-person,ekaw-person,1.0
oaei_all_mappings.csv,cmt-conference,ekaw-conference,1.0
oaei_all_mappings.csv,cmt-assignedto,ekaw-hasreviewer,1.0
oaei_all_mappings.csv,cmt-review,ekaw-review,1.0
oaei_all_mappings.csv,cmt-paper,ekaw-paper,1.0
oaei_all_mappings.csv,cmt-paperfullversion,ekaw-regular_paper,1.0
oaei_all_mappings.csv,confof-tutorial,ekaw-tutorial,1.0
oaei_all_mappings.csv,confof-poster,ekaw-poster_paper,1.0
oaei_all_mappings.csv,confof-social_event,ekaw-social_event,1.0
oaei_all_mappings.csv,confof-person,ekaw-person,1.0
oaei_all_mappings.csv,confof-working_event,ekaw-scientific_event,1.0
oaei_all_mappings.csv,confof-conference,ekaw-conference,1.0
oaei_all_mappings.csv,confof-author,ekaw-paper_author,1.0
oaei_all_mappings.csv,confof-banquet,ekaw-conference_banquet,1.0
oaei_all_mappings.csv,confof-workshop,ekaw-workshop,1.0
oaei_all_mappings.csv,confof-topic,ekaw-research_topic,1.0
oaei_all_mappings.csv,confof-contribution,ekaw-paper,1.0
oaei_all_mappings.csv,confof-participant,ekaw-conference_participant,1.0
oaei_all_mappings.csv,confof-chair_pc,ekaw-pc_chair,1.0
oaei_all_mappings.csv,confof-organization,ekaw-organisation,1.0
oaei_all_mappings.csv,confof-student,ekaw-student,1.0
oaei_all_mappings.csv,confof-university,ekaw-university,1.0
oaei_all_mappings.csv,confof-trip,ekaw-conference_trip,1.0
oaei_all_mappings.csv,confof-member_pc,ekaw-pc_member,1.0
oaei_all_mappings.csv,confof-scholar,ekaw-student,1.0
oaei_all_mappings.csv,confof-event,ekaw-event,1.0
oaei_all_mappings.csv,iasted-place,sigkdd-place,1.0
oaei_all_mappings.csv,iasted-review,sigkdd-review,1.0
oaei_all_mappings.csv,iasted-student_registration_fee,sigkdd-registration_student,1.0
oaei_all_mappings.csv,iasted-fee,sigkdd-fee,1.0
oaei_all_mappings.csv,iasted-registration_fee,sigkdd-registration_fee,1.0
oaei_all_mappings.csv,iasted-sponsor,sigkdd-sponzor,1.0
oaei_all_mappings.csv,iasted-deadline_for_notification_of_acceptance,sigkdd-deadline_author_notification,1.0
oaei_all_mappings.csv,iasted-nonmember_registration_fee,sigkdd-registration_non-member,1.0
oaei_all_mappings.csv,iasted-author,sigkdd-author,1.0
oaei_all_mappings.csv,iasted-listener,sigkdd-listener,1.0
oaei_all_mappings.csv,iasted-main_office,sigkdd-main_office,1.0
oaei_all_mappings.csv,iasted-conference_hall,sigkdd-conference_hall,1.0
oaei_all_mappings.csv,iasted-person,sigkdd-person,1.0
oaei_all_mappings.csv,iasted-deadline,sigkdd-deadline,1.0
oaei_all_mappings.csv,iasted-speaker,sigkdd-speaker,1.0
oaei_all_mappings.csv,cmt-author,iasted-author,1.0
oaei_all_mappings.csv,cmt-review,iasted-review,1.0
oaei_all_mappings.csv,cmt-person,iasted-person,1.0
oaei_all_mappings.csv,cmt-reviewer,iasted-reviewer,1.0
oaei_all_mappings.csv,edas-place,iasted-place,1.0
oaei_all_mappings.csv,edas-sessionchair,iasted-session_chair,1.0
oaei_all_mappings.csv,edas-author,iasted-author,1.0
oaei_all_mappings.csv,edas-document,iasted-document,1.0
oaei_all_mappings.csv,edas-country,iasted-state,1.0
oaei_all_mappings.csv,edas-welcometalk,iasted-welcome_address,1.0
oaei_all_mappings.csv,edas-sponsorship,iasted-sponzorship,1.0
oaei_all_mappings.csv,edas-reviewer,iasted-reviewer,1.0
oaei_all_mappings.csv,edas-attendee,iasted-delegate,1.0
oaei_all_mappings.csv,edas-conferencedinner,iasted-dinner_banquet,1.0
oaei_all_mappings.csv,edas-socialevent,iasted-social_program,1.0
oaei_all_mappings.csv,edas-coffeebreak,iasted-coffee_break,1.0
oaei_all_mappings.csv,edas-review,iasted-review,1.0
oaei_all_mappings.csv,edas-reception,iasted-coctail_reception,1.0
oaei_all_mappings.csv,edas-conferenceevent,iasted-conference_activity,1.0
oaei_all_mappings.csv,edas-slideset,iasted-transparency,1.0
oaei_all_mappings.csv,edas-paper,iasted-submission,1.0
oaei_all_mappings.csv,edas-conferencevenueplace,iasted-conference_building,1.0
oaei_all_mappings.csv,edas-diningplace,iasted-conference_restaurant,1.0
oaei_all_mappings.csv,ekaw-location,iasted-place,1.0
oaei_all_mappings.csv,ekaw-document,iasted-document,1.0
oaei_all_mappings.csv,ekaw-event,iasted-activity,1.0
oaei_all_mappings.csv,ekaw-person,iasted-person,1.0
oaei_all_mappings.csv,ekaw-paper_author,iasted-author,1.0
oaei_all_mappings.csv,ekaw-session,iasted-session,1.0
oaei_all_mappings.csv,ekaw-review,iasted-review,1.0
oaei_all_mappings.csv,ekaw-conference_banquet,iasted-dinner_banquet,1.0
oaei_all_mappings.csv,ekaw-tutorial,iasted-tutorial,1.0
oaei_all_mappings.csv,ekaw-session_chair,iasted-session_chair,1.0
oaei_all_mappings.csv,conference-passive_conference_participant,iasted-listener,1.0
oaei_all_mappings.csv,conference-active_conference_participant,iasted-speaker,1.0
oaei_all_mappings.csv,conference-reviewer,iasted-reviewer,1.0
oaei_all_mappings.csv,conference-person,iasted-person,1.0
oaei_all_mappings.csv,conference-regular_author,iasted-author,1.0
oaei_all_mappings.csv,conference-conference_fees,iasted-fee,1.0
oaei_all_mappings.csv,conference-tutorial,iasted-tutorial,1.0
oaei_all_mappings.csv,conference-contributes,iasted-write,1.0
oaei_all_mappings.csv,conference-review,iasted-review,1.0
oaei_all_mappings.csv,conference-conference_document,iasted-document,1.0
oaei_all_mappings.csv,conference-conference_part,iasted-conference_activity,1.0
oaei_all_mappings.csv,conference-submitted_contribution,iasted-submission,1.0
oaei_all_mappings.csv,conference-camera_ready_contribution,iasted-final_manuscript,1.0
oaei_all_mappings.csv,conference-conference_proceedings,iasted-publication,1.0
oaei_all_mappings.csv,confof-person,sigkdd-person,1.0
oaei_all_mappings.csv,confof-member_pc,sigkdd-program_committee_member,1.0
oaei_all_mappings.csv,confof-hasemail,sigkdd-e-mail,1.0
oaei_all_mappings.csv,confof-author,sigkdd-author,1.0
oaei_all_mappings.csv,confof-conference,sigkdd-conference,1.0
oaei_all_mappings.csv,confof-chair_pc,sigkdd-program_chair,1.0
oaei_all_mappings.csv,confof-paper,sigkdd-paper,1.0
