concept,prompt
paragraph2sentence.trial-trial-p2s-4-1,F1 赛车是世界上速度最快的多转弯赛道赛车，因为它通过产生大量空气动力下压力而实现了极高的转弯速度。一级方程式赛车的比赛速度最高可达 350 公里/小时（220 英里/小时），发动机的性能限制为最高 18 000 转/分钟 (RPM)。这些汽车在弯道中的横向加速度能够超过 5 g。汽车的性能非常依赖于电子设备（尽管自 2008 年以来牵引力控制和其他驾驶辅助装置已被禁止）以及空气动力学、悬架和轮胎。在这项运动的历史中，这个公式已经发生了根本性的演变和变化。
paragraph2sentence.trial-trial-p2s-4-2,一级方程式赛车是最高级别的单座赛车比赛。
paragraph2sentence.trial-trial-p2s-5-1,奥运会冠军尤塞恩·博尔特 (Usain Bolt) 重夺 100 米世界冠军头衔，并在莫斯科以 9.77 秒的赛季最好成绩夺得第四枚世锦赛个人金牌。在大雨中，这位26岁的牙买加人弥补了两年前在大邱的起步失误，进一步巩固了他作为历史上最伟大短跑运动员的地位。这位六届奥运会冠军在最后阶段超越了贾斯汀·加特林，迫使美国选手以 9.85 的成绩获得银牌。博尔特的同胞内斯塔·卡特（9.95）获得铜牌，英国选手詹姆斯·达萨鲁（James Dasaolu）排名第八（10.21）。
paragraph2sentence.trial-trial-p2s-5-2,德国选手罗伯特·浩亭 (Robert Harting) 击败伊朗选手埃桑·哈达迪 (Ehsan Hadadi)，在世界桂冠上再添奥运铁饼冠军头衔。
paragraph2sentence.trial-trial-p2s-6-1,在全球范围内，水力发电厂生产的电力约占全球的 24%，为超过 10 亿人提供电力。根据国家可再生能源实验室的数据，全球水力发电厂的总发电量为 675 000 兆瓦，相当于 36 亿桶石油。美国有超过2000座水力发电厂在运营，使水力发电成为该国最大的可再生能源。
paragraph2sentence.trial-trial-p2s-6-2,水力发电厂是最常用的可再生能源形式。
paragraph2sentence.trial-trial-p2s-7-1,使用可逆涡轮机，该工厂可以将水抽回上部水库。这是在非高峰时间完成的。本质上，第二个储液器重新填充上部储液器。通过将水抽回到上水库，该工厂在用电高峰期有更多的水来发电。
paragraph2sentence.trial-trial-p2s-7-2,非用电高峰时，通过可逆水轮机将第二水库的水抽回上水库，以便在用电高峰时使用。
paragraph2sentence.trial-trial-p2s-8-1,由于攀登难度极大，死亡率在八千人中排名第二，乔戈里峰被称为“野蛮山”。每四个登顶者中，就有一个人在尝试中死去。从中国一侧到达乔戈里峰比较危险；因此，它主要是从巴基斯坦一侧攀登的。与登顶死亡率最高的安纳普尔纳山不同，乔戈里峰从未在冬季被攀登过。
paragraph2sentence.trial-trial-p2s-8-2,K2 在最高死亡率中排名第二，每 4 名登山者就有 1 人死亡。
paragraph2sentence.trial-trial-p2s-9-1,奥巴马知道他的军事行动得到了法国总统弗朗索瓦·奥朗德的支持。但是，由于上周英国议会的投票，他只得到了英国首相戴维·卡梅伦的外交支持，而非军事支持。土耳其长期以来一直主张干预叙利亚，而沙特阿拉伯是积极支持叙利亚叛乱分子的海湾联盟的一部分。
paragraph2sentence.trial-trial-p2s-9-2,奥巴马的军事行动得到了法国总统、土耳其和沙特阿拉伯的支持。
paragraph2sentence.trial-trial-p2s-10-1,“降落伞”一词来自法语前缀 paracete，最初源自希腊语，意思是“防止坠落”，chute 是法语单词，意思是“坠落”，它最初是作为一个混合词创造的，字面意思是“防止坠落的东西”。
paragraph2sentence.trial-trial-p2s-10-2,降落伞是一个法语单词，字面意思是“防止坠落的东西”。
paragraph2sentence.trial-trial-p2s-11-1,大多数年份中最明显的流星雨是英仙座流星雨，每年 8 月 12 日达到峰值，每分钟流星数量超过一颗。 NASA 有一个有用的工具来计算从您的观测位置每小时可以看到多少颗流星。每年11月17日左右，狮子座流星雨达到顶峰。大约每 33 年，狮子座流星雨就会产生一场流星风暴，峰值速度为每小时数千颗流星。狮子座风暴诞生了流星雨一词，当时人们在 1833 年 11 月的风暴期间首次意识到流星是从狮子座伽马星附近辐射出来的。
paragraph2sentence.trial-trial-p2s-11-2,自公司成立以来，法拉利一直涉足赛车运动，通过其法拉利车队体育部门参加一系列类别的比赛，包括一级方程式赛车和跑车比赛，并向其他车队和一个系列赛提供汽车和发动机。
paragraph2sentence.trial-trial-p2s-12-1,高利率鼓励人们储蓄，低利率鼓励人们消费。许多银行将为新账户提供优惠利率，以鼓励人们开始在该机构储蓄。储蓄利率要么固定在一个固定水平，以便每年支付一定百分比的利息。另一方面，它可能会跟踪基本利率，这意味着收到的利息与国家的经济命运更紧密地联系在一起。
paragraph2sentence.trial-trial-p2s-12-2,几乎所有国家的基准利率通常都是由中央银行设定的。
paragraph2sentence.trial-trial-p2s-13-1,1996 年，一群科学家宣布，他们在南极洲发现的一颗火星陨石上发现了微化石的有力证据，表明大约 36 亿年前这颗红色星球上可能已经存在生命。经过多年的激烈争论，火星陨石是否含有生命的问题仍然悬而未决。如果这是真的，它也将为支持“有源论”理论提供极好的证据。有生论的字面意思是“到处都有种子”，它是指生命来自外太空和行星交换生命——这里的“生命”指的是细菌，它们可以处于休眠状态并承受恶劣的环境。生命可能存在于另一颗行星上，甚至可能是距离火星那么近的一颗，然后到达地球而不是起源于这里。
paragraph2sentence.trial-trial-p2s-13-2,在南极洲发现的火星陨石上发现的微化石不仅为大约 36 亿年前这颗红色星球上可能存在生命提供了极好的证据，而且还为“有源论”理论提供了极好的证据。
paragraph2sentence.trial-trial-p2s-14-1,一系列残酷的杀戮几乎同样引起了全世界的震惊和好奇，一年后，法国小镇安纳西似乎，至少在表面上，又恢复了往常的宁静、迷人的节奏。老城区的咖啡馆很繁忙，湖边的小路上挤满了步行者和骑自行车的人，他们欣赏着法国最美丽的风景，享受着夏末的阳光。
paragraph2sentence.trial-trial-p2s-14-2,第一个网络浏览器名为 WorldWideWeb，后来更名为 Nexus，由 Tim Berners-Lee 爵士于 1990 年发明。
paragraph2sentence.trial-trial-p2s-15-1,去年在意大利附近搁浅的歌诗达协和号游轮船长的审判已经开始，并被推迟到下周。 52 岁的弗朗西斯科·谢蒂诺船长面临多项过失杀人和弃船指控。 2012 年 1 月，这艘船在托斯卡纳吉利奥岛附近触礁并侧翻，造成 32 人死亡。由于全国范围内的律师罢工，周二的听证会被推迟。斯凯蒂诺船长被指控驾驶这艘豪华游轮速​​度过快、距离海岸太近，并且在 4 229 名乘客和船员全部起飞之前就离开了船。
paragraph2sentence.trial-trial-p2s-15-2,喜马拉雅山路线因吸引大量徒步旅行者而闻名。
paragraph2sentence.trial-trial-p2s-16-1,中世纪初期通常被称为“黑暗时代”，因为希腊和罗马的伟大文明已经衰落。中世纪西欧的生活非常艰苦。很少有人会读或写，没有人期望情况会有所改善。中世纪大多数人唯一的希望就是对基督教的坚定信仰，希望天堂的生活比人间的生活更好。
paragraph2sentence.trial-trial-p2s-16-2,中世纪历史的特点是希腊罗马文明的衰落和西欧人民生活的艰苦。
paragraph2sentence.trial-trial-p2s-17-1,在工作中结识的情侣并不是什么特别罕见的事情。 CareerBuilder.com 最近的一项调查显示，与同事约会过的十分之三的员工表示，他们的办公室恋情最终走向了婚姻。
paragraph2sentence.trial-trial-p2s-17-2,与同事结婚并不罕见，因为与同事约会的工人中有 30% 最终与他们结婚。
paragraph2sentence.trial-trial-p2s-18-1,商业繁荣了几十年，但到了21世纪初却陷入困境。此后不久，其出版频率减少为每月一次，并最终于2006年5月刊后停刊。
paragraph2sentence.trial-trial-p2s-18-2,在 20 世纪取得商业成功后，该出版物开始表现不佳，最终于 2006 年关闭。
paragraph2sentence.trial-trial-p2s-19-1,芝加哥体育场于 1929 年 3 月 28 日竣工，耗资 950 万美元，是当时世界上最大的室内体育场。底特律的奥林匹亚体育场建于两年前，是芝加哥体育场的模型，可容纳超过 15 000 人。这也是第一个配备空调系统的体育场（尽管以现代标准来看，该系统相当简陋，而且令人难忘的是，在赛季末的比赛中，体育场内充满了雾气）。
paragraph2sentence.trial-trial-p2s-19-2,底特律的整修并没有阻止这座城市的崩溃，也没有阻止它的运动队把目光投向其他地方。
paragraph2sentence.trial-trial-p2s-20-1,从成立到 90 年代中期，FSF 的资金主要用于雇用软件开发人员为 GNU 项目编写自由软件。自 20 世纪 90 年代中期以来，FSF 的员工和志愿者主要致力于解决自由软件运动和自由软件社区的法律和结构问题。
paragraph2sentence.trial-trial-p2s-20-2,Lessig 的 FSF 案例研究被引用作为新软件许可证首选 GPL v3 的理由。
paragraph2sentence.trial-trial-p2s-21-1,1986 年，戈尔巴乔夫发起了新的改革政策（字面意思是“重组”）以及随之而来的激进改革。 1986 年 2 月至 3 月召开的第 27 次党代表大会上，对这些政策进行了勾勒，但并未完全阐明。新的“重建”政策的出台，是为了通过建立可靠、有效的机制来加速经济和社会进步，从而克服经济停滞。
paragraph2sentence.trial-trial-p2s-21-2,随着苏联经济的停滞，戈尔巴乔夫于 1986 年引入了改革，以创建更多加速进步的机制。
paragraph2sentence.trial-trial-p2s-22-1,周三，我花了很短的时间使用 Galaxy Gear，虽然硬件性能的任何方面似乎都没有根本性的缺陷或损坏，但没有什么感觉特别快、反应灵敏或直观。这款手表似乎没有什么独特的功能。它只是模仿智能手机的功能，效果较小。
paragraph2sentence.trial-trial-p2s-22-2,与智能手机相比，新款三星 Galaxy Gear“智能手表”没有提供任何新功能，考虑到用户界面的粗糙，它看起来并不令人印象深刻。
paragraph2sentence.trial-trial-p2s-23-1,2007 年，思科首席执行官约翰·钱伯斯 (John Chambers) 描述了废除独立 Linksys 品牌的长期计划：“随着时间的推移，这一切都将变成思科品牌。”我们保留 Linksys 品牌的原因是它在美国的知名度甚至比 Cisco 还要高，这也是为了消费者。当你走向全球时，这几乎没有什么优势。
paragraph2sentence.trial-trial-p2s-23-2,这是最后生产的 Linksys 路由器之一。
paragraph2sentence.trial-trial-p2s-24-1,杰克逊 1982 年的专辑《Thriller》是有史以来最畅销的专辑。他的其他唱片，包括《Off the Wall》（1979年）、《Bad》（1987年）、《Dangerous》（1991年）和《HIStory》（1995年），也跻身全球最畅销唱片之列。杰克逊是少数两次入选摇滚名人堂的艺术家之一。
paragraph2sentence.trial-trial-p2s-24-2,迈克尔·杰克逊是有史以来最伟大的艺术家之一，甚至两次入选名人堂。
paragraph2sentence.trial-trial-p2s-25-1,《Madden》在 EA 的年度发行​​库中扮演着重要角色。据 NPD 集团称，去年该游戏在美国的销量超过 500 万份，仅次于动视暴雪 (ATVI) 的《使命召唤：黑色行动 II》。迄今为止，Electronic Arts 已售出超过 1 亿份《Madden》游戏，创造了超过 40 亿美元的收入。
paragraph2sentence.trial-trial-p2s-25-2,《Madden》是艺电最重要的视频游戏之一，创造了近 40 亿美元的收入，销售了数百万份游戏。
paragraph2sentence.trial-trial-p2s-26-1,《人体模型二：移动》是一部 1991 年的浪漫喜剧电影，也是 1987 年电影《人体模型》的部分续集。影片由克里斯蒂·斯旺森 (Kristy Swanson) 饰演一个人体模型，一千年前被邪恶巫师用魔法项链冰冻起来。在项链被取下之前，她会一直保持冰冻状态，如果她收到真爱的吻，她就可以永久解冻。
paragraph2sentence.trial-trial-p2s-26-2,《人体模型二号》是九十年代初的续集，讲述了一个女孩被邪恶女巫冻在冰里的故事，但一千年后以人体模型的形式复活，找到了她的真爱并消除了她的诅咒。
paragraph2sentence.trial-trial-p2s-27-1,尽管麦克劳林没有这项运动的背景，但他在管理球队方面发挥了非常积极的作用。在他担任老板的大部分时间里，他担任自己的总经理。他还对推广美国冰球运动员非常感兴趣，这在当时的职业冰球界很少见。其中包括 Doc Romnes、Taffy Abel、Alex Levinsky、Mike Karakas 和 Cully Dahlstrom 在内的几位球员成为了俱乐部的主力球员，在 McLaughlin 的带领下，黑鹰队成为第一支拥有全美国出生阵容的 NHL 球队。
paragraph2sentence.trial-trial-p2s-27-2,在演示商业模式时，演讲者明显出汗，导致团队对项目的信心有些混乱。
paragraph2sentence.trial-trial-p2s-28-1,我对侵权行为的热爱反映了我对法学院第一年鲜为人知的事实的信念。这真的很有趣。 One L 年解决了法律中最深刻的问题——公民之间的义务、政府的作用、法院在解决冲突中的地位。如果你对这些问题不感兴趣，你可能一开始就不应该进入法学院。
paragraph2sentence.trial-trial-p2s-28-2,如果你在课间饿了的话，法学院的自助餐厅非常好。
paragraph2sentence.trial-trial-p2s-29-1,与巴巴多斯相关的其他名称或昵称包括“Bim”和“Bimshire”。起源尚不确定，但存在几种理论。巴巴多斯国家文化基金会表示，“Bim”是奴隶常用的一个词，它源自短语“bi mu”或伊博语短语（“bem”、“Ndi bem”、“Nwanyi ibem”或“Nwoke ibem”），意思是“我的人民”或“我的地方”
paragraph2sentence.trial-trial-p2s-29-2,巴巴多斯有许多昵称，例如“Bim”和“Bimshire”，这些昵称源自岛上奴隶使用的语言，指的是自己的地方或人民。
paragraph2sentence.trial-trial-p2s-30-1,像石林一样的精神民俗是一个不断发展的过程，通过与其他文化、宗教和民俗的接触而不断综合。石林民间工艺的引人注目之处在于其实践和实践者的生活中对圣经人物的使用。  事实上，大多数不祥之物的实践者将这种民俗与他们的基督教信仰融为一体。基督教圣人的圣像经常出现在石林神龛或祭坛上。
paragraph2sentence.trial-trial-p2s-30-2,海地降低疟疾风险的努力只取得了部分成功，部分原因是 UNCR 工作人员本身传播的疟疾。
paragraph2sentence.trial-trial-p2s-31-1,这本书已成为常年畅销书，许多学生在为法学院第一年做准备时都会阅读它。据《华尔街日报》 2007 年的报道，One L 每年继续销售 30 000 册，其中许多是针对一年级法学院学生和法学院申请者。
paragraph2sentence.trial-trial-p2s-31-2,刚刚拿到法学院第一年的书，但我最期待的是 One L，这应该很有趣。
paragraph2sentence.trial-trial-p2s-32-1,哈佛法学院现任院长为玛莎·米诺 (Martha Minow)，于 2009 年 7 月 1 日就任。哈佛法学院有教职员工 246 人。其中许多人都是杰出的法律学者；哈佛法学院的教员在社会科学研究网络上下载的论文比任何其他法学院都多，这一事实只能部分由学校的规模来解释。
paragraph2sentence.trial-trial-p2s-32-2,社会科学研究网络 (SSRN) 的互联网容量一直面临压力，直到 2008 年在哈佛法学院的捐赠下进行升级，该网络的学生从 SSRN 下载的论文比任何其他学校都多。
paragraph2sentence.trial-trial-p2s-33-1,人权哲学试图审视人权概念的根本基础，并批判性地审视其内容和合理性。人们提出了几种理论方法来解释人权如何以及为何成为社会期望的一部分。
paragraph2sentence.trial-trial-p2s-33-2,我的哲学论文是关于尼加拉瓜最近根据人民的要求改善国家人权的尝试。
paragraph2sentence.trial-trial-p2s-34-1,真正开启葡萄牙在非洲海岸第一阶段发现的船只是轻快帆船，它是在现有渔船的基础上发展起来的。它们敏捷且易于航行，吨位为 50 至 160 吨，有 1 至 3 根桅杆，带有允许变幅的三角帆。卡拉维尔帆船受益于更大的迎风航行能力。货物和船员的容量有限是其主要缺点，但这并没有阻碍其成功。
paragraph2sentence.trial-trial-p2s-34-2,卡拉维尔帆船提供了比当时其他船只更优越的货物储存和适航性，这使得葡萄牙人等船员能够进一步探索非洲。
sentence2phrase.test-scientific-1-1,在固体力学中，剪切流以单位长度的力的量纲给出。
sentence2phrase.test-scientific-1-2,复数域上的巴拿赫代数
sentence2phrase.test-scientific-2-1,此外，初始随机控制器可能会表现出潜在的有害行为，例如反复撞墙，这可能会损坏机器人。
sentence2phrase.test-scientific-2-2,机器人机械故障
sentence2phrase.test-scientific-3-1,绿岩带被解释为形成于古代海洋扩张中心和岛弧地体。
sentence2phrase.test-scientific-3-2,通过绿岩带形成古代海洋扩张和岛弧
sentence2phrase.test-scientific-4-1,如果振动 A 在此 SDOF 系统上产生比振动 B 最高的相对位移（即最高应力），则认为振动 A 比振动 B 更严重。
sentence2phrase.test-scientific-4-2,实验医学的煽动者
sentence2phrase.test-scientific-5-1,夹盘直接安装在车床的转塔或棒材支架上。
sentence2phrase.test-scientific-5-2,木工简介
sentence2phrase.test-scientific-6-1,宿主可以利用免疫系统对抗感染。
sentence2phrase.test-scientific-6-2,免疫系统的功能
sentence2phrase.test-scientific-7-1,有时，没有反馈的纯前馈控制被称为“弹道”，因为一旦发送控制信号，就无法进一步调整；任何纠正性调整都必须通过新的控制信号进行。
sentence2phrase.test-scientific-7-2,射弹的发射、飞行、行为和效果
sentence2phrase.test-scientific-8-1,AdaBoost 是自适应的，因为后续构建的分类器会进行调整，以支持先前分类器错误分类的实例。
sentence2phrase.test-scientific-8-2,自适应增强 (Adaptive Boosting) 缩写为 AdaBoost
sentence2phrase.test-scientific-9-1,营养师建议摄入富含这些饮食元素的特定食物。
sentence2phrase.test-scientific-9-2,营养师建议食用某些富含膳食元素的食物
sentence2phrase.test-scientific-10-1,大多数脂肪酸都是非必需的，这意味着身体可以根据需要产生它们，通常是从其他脂肪酸中产生，并且总是通过消耗能量来产生。
sentence2phrase.test-scientific-10-2,根据需要产生非必需脂肪酸
sentence2phrase.test-scientific-11-1,在反应动力学中，有时会在同一化学品的不同同位素异构体之间观察到速率效应。
sentence2phrase.test-scientific-11-2,在同一化学品的不同同位素异构体之间的反应动力学中观察到的速率效应
sentence2phrase.test-scientific-12-1,神经元组中的振荡活动通常源自神经元之间的反馈连接，从而导致其放电模式同步。
sentence2phrase.test-scientific-12-2,称为伽马波的神经结合模式
sentence2phrase.test-scientific-13-1,当前的光学数据存储介质，例如CD和DVD，将数据存储为盘内表面上的一系列反射标记。
sentence2phrase.test-scientific-13-2,每年一次的医生检查
sentence2phrase.test-scientific-14-1,更简单地说，纯电子等离子体通过磁控管的不稳定性在微波炉中产生微波。
sentence2phrase.test-scientific-14-2,商用微波炉中微波辐射的产生
sentence2phrase.test-scientific-15-1,农业存在很大的风险和不确定性。
sentence2phrase.test-scientific-15-2,大雨和洪水毁坏农作物
sentence2phrase.test-scientific-16-1,大多数烯烃是前手性的，这意味着它们的氢氰化作用会产生手性腈。
sentence2phrase.test-scientific-16-2,烯烃分子的化学性质
sentence2phrase.test-scientific-17-1,光合作用反应可分为两个半反应（氧化和还原），这两个反应对于生产燃料都是必不可少的。
sentence2phrase.test-scientific-17-2,植物进行光合作用的过程
sentence2phrase.test-scientific-18-1,暗物质无法用望远镜直接看到；显然，它既不发射也不吸收任何显着水平的光或其他电磁辐射。
sentence2phrase.test-scientific-18-2,太空中一种看不见的物质，称为暗物质
sentence2phrase.test-scientific-19-1,过度激活之后可能会发生顶体反应，其中细胞头部的帽状结构释放其所含的酶。
sentence2phrase.test-scientific-19-2,板片与周围软流圈之间的平均密度差
sentence2phrase.test-scientific-20-1,与 20 世纪 70 年代的音乐节一样，Deeply Vale 希望将各种风格的音乐汇集在一起​​，创造新的风格和流派，甚至可能打破一些风格和流派。
sentence2phrase.test-scientific-20-2,20世纪70年代的音乐
sentence2phrase.test-scientific-21-1,在已使用的数百种刻面排列中，最著名的可能是圆形明亮式切工，用于钻石和许多有色宝石。
sentence2phrase.test-scientific-21-2,最著名的钻石和宝石切工之一
sentence2phrase.test-scientific-22-1,阴离子和阳离子之间的有效质量或摩擦系数的差异会导致纵波中不同的位移幅度。
sentence2phrase.test-scientific-22-2,来自阴离子和阳离子之间的摩擦系数的纵波位移幅度
