40-num-1,Le joueur trempe le basket-ball dans le filet et une foule est en arrière-plan
40-num-2,Un homme avec un maillot est de trempé le ballon lors d'un match de basket-ball
41-num-1,Deux personnes sont le kickboxing et les spectateurs regardent
41-num-2,Deux personnes se battent et les spectateurs regardent
42-num-1,Deux personnes sont le kickboxing et les spectateurs ne regardent pas
42-num-2,Deux personnes sont le kickboxing et les spectateurs regardent
43-num-1,Deux spectateurs sont le kickboxing et certaines personnes regardent
43-num-2,Deux personnes sont le kickboxing et les spectateurs regardent
44-num-1,Deux jeunes femmes se disputent un combat de kickboxing
44-num-2,Deux femmes se disputent un match de kickboxing
45-num-1,Deux jeunes femmes ne se disputent pas dans un combat de kickboxing
45-num-2,Deux femmes se disputent un match de kickboxing
46-num-1,Deux personnes sont le kickboxing et les spectateurs regardent
46-num-2,Deux jeunes femmes se disputent un combat de kickboxing
47-num-1,Deux personnes sont le kickboxing et les spectateurs regardent
47-num-2,Deux jeunes femmes ne se disputent pas dans un combat de kickboxing
48-num-1,Deux femmes se disputent un match de kickboxing
48-num-2,Deux personnes se battent et les spectateurs regardent
49-num-1,Deux femmes se disputent un match de kickboxing
49-num-2,Deux personnes sont le kickboxing et les spectateurs ne regardent pas
50-num-1,Deux spectateurs sont le kickboxing et certaines personnes regardent
50-num-2,Deux femmes se disputent un match de kickboxing
51-num-1,Deux personnes sont le kickboxing et les spectateurs regardent
51-num-2,Deux femmes se disputent un match de kickboxing
52-num-1,Les enfants en chemises rouges jouent dans les feuilles
52-num-2,Les enfants en chemises rouges jouent dans les feuilles
53-num-1,Les enfants en chemises rouges jouent dans les feuilles
53-num-2,Les enfants en chemises rouges dorment dans les feuilles
54-num-1,Les enfants en chemises rouges jouent dans les feuilles
54-num-2,Les enfants couverts de feuilles jouent avec des chemises rouges
55-num-1,Trois garçons sautent dans les feuilles
55-num-2,Trois enfants sautent dans les feuilles
56-num-1,Trois enfants sont assis dans les feuilles
56-num-2,Trois enfants sautent dans les feuilles
57-num-1,Trois garçons sautent dans les feuilles
57-num-2,Les enfants en chemises rouges jouent dans les feuilles
58-num-1,Les enfants en chemises rouges jouent dans les feuilles
58-num-2,Trois enfants sont assis dans les feuilles
59-num-1,Les enfants en chemises rouges jouent dans les feuilles
59-num-2,Trois enfants sautent dans les feuilles
60-num-1,Les enfants en chemises rouges dorment dans les feuilles
60-num-2,Trois enfants sautent dans les feuilles
61-num-1,Les enfants couverts de feuilles jouent avec des chemises rouges
61-num-2,Trois enfants sautent dans les feuilles
62-num-1,Les enfants en chemises rouges jouent dans les feuilles
62-num-2,Trois enfants sautent dans les feuilles
63-num-1,Deux enfants sont allongés dans la neige et dessinent des anges
63-num-2,Deux enfants sont allongés dans la neige et font des anges de neige
64-num-1,Deux enfants sont allongés dans la neige et font des anges de neige
64-num-2,Il n'y a pas d'enfant allongé dans la neige et fait des anges de neige
65-num-1,Deux anges font de la neige sur les enfants mensonges
65-num-2,Deux enfants sont allongés dans la neige et font des anges de neige
66-num-1,Deux personnes portant des combinaisons de neige sont sur le sol en faisant des anges de neige
66-num-2,Deux personnes en neige sont allongées dans la neige et font des anges de neige
67-num-1,Deux personnes en neige sont allongées dans la neige et font des anges de neige
67-num-2,Personne en neige n'est allongé dans la neige et fait des anges de neige
68-num-1,Deux enfants sont allongés dans la neige et font des anges de neige
68-num-2,Deux personnes portant des combinaisons de neige sont sur le sol en faisant des anges de neige
69-num-1,Deux enfants sont allongés dans la neige et font des anges de neige
69-num-2,Personne en neige n'est allongé dans la neige et fait des anges de neige
70-num-1,Deux enfants sont allongés dans la neige et dessinent des anges
70-num-2,Deux personnes en neige sont allongées dans la neige et font des anges de neige
71-num-1,Il n'y a pas d'enfant allongé dans la neige et fait des anges de neige
71-num-2,Deux personnes en neige sont allongées dans la neige et font des anges de neige
72-num-1,Deux personnes en neige sont allongées dans la neige et font des anges de neige
72-num-2,Deux anges font de la neige sur les enfants mensonges
73-num-1,Deux enfants sont allongés dans la neige et font des anges de neige
73-num-2,Deux personnes en neige sont allongées dans la neige et font des anges de neige
74-num-1,Une petite fille regarde une femme en costume
74-num-2,Une jeune fille regarde une femme en costume
75-num-1,Une petite fille regarde une femme en costume
75-num-2,La petite fille regarde un homme en costume
76-num-1,Une petite fille regarde une femme en costume
76-num-2,Une petite fille en costume ressemble à une femme
77-num-1,Les personnes portant des costumes se rassemblent dans une forêt et regardent dans la même direction
77-num-2,Les gens masqués regardent dans la même direction dans une forêt
78-num-1,Les personnes portant des costumes se rassemblent dans une forêt et regardent dans la même direction
78-num-2,Les personnes portant des costumes se dispersent dans une forêt et regardent dans différentes directions
79-num-1,Les gens regardent des costumes rassemblés à proximité de la forêt
79-num-2,Les personnes portant des costumes se rassemblent dans une forêt et regardent dans la même direction
80-num-1,Les gens masqués regardent dans la même direction dans une forêt
80-num-2,Une petite fille regarde une femme en costume
81-num-1,Une petite fille regarde une femme en costume
81-num-2,Les personnes portant des costumes se dispersent dans une forêt et regardent dans différentes directions
82-num-1,Une petite fille regarde une femme en costume
82-num-2,Les gens regardent des costumes rassemblés à proximité de la forêt
83-num-1,Une jeune fille regarde une femme en costume
83-num-2,Les personnes portant des costumes se rassemblent dans une forêt et regardent dans la même direction
84-num-1,Les personnes portant des costumes se rassemblent dans une forêt et regardent dans la même direction
84-num-2,La petite fille regarde un homme en costume
85-num-1,Les personnes portant des costumes se rassemblent dans une forêt et regardent dans la même direction
85-num-2,Une petite fille en costume ressemble à une femme
86-num-1,Une petite fille regarde une femme en costume
86-num-2,Les personnes portant des costumes se rassemblent dans une forêt et regardent dans la même direction
87-num-1,Un motard solitaire saute en l'air
87-num-2,Un motard saute dans les airs  seul
88-num-1,Il n'y a pas de motard qui saute dans les airs
88-num-2,Un motard solitaire saute en l'air
89-num-1,Un homme saute dans une piscine vide
89-num-2,Un homme saute dans une piscine vide
90-num-1,Un homme saute dans une piscine vide
90-num-2,Un homme saute dans une piscine complète
91-num-1,Un homme saute dans une piscine vide
91-num-2,Le pull de l'homme est dans la piscine vide
92-num-1,Un motard solitaire saute en l'air
92-num-2,Un homme saute dans une piscine vide
93-num-1,Un motard solitaire saute en l'air
93-num-2,Un homme saute dans une piscine complète
94-num-1,Le pull de l'homme est dans la piscine vide
94-num-2,Un motard solitaire saute en l'air
95-num-1,Un homme saute dans une piscine vide
95-num-2,Un motard saute dans les airs  seul
96-num-1,Un homme saute dans une piscine vide
96-num-2,Il n'y a pas de motard qui saute dans les airs
97-num-1,Un motard solitaire saute en l'air
97-num-2,Un homme saute dans une piscine vide
98-num-1,Quatre enfants font des backbends dans le parc
98-num-2,Quatre enfants font des backbends dans le parc
99-num-1,Quatre enfants font des backbends dans le gymnase
99-num-2,Quatre enfants font des backbends dans le parc
100-num-1,Quatre filles font des backbends et jouent dans le jardin
100-num-2,Quatre filles font des backbends et jouent à l'extérieur
101-num-1,Quatre filles font des backbends et jouent à l'extérieur
101-num-2,Quatre filles font des backbends et jouent à l'intérieur
102-num-1,Quatre filles font des backbends et jouent dans le jardin
102-num-2,Quatre enfants font des backbends dans le parc
103-num-1,Quatre filles font des backbends et jouent à l'intérieur
103-num-2,Quatre enfants font des backbends dans le parc
104-num-1,Quatre enfants font des backbends dans le parc
104-num-2,Quatre filles font des backbends et jouent à l'extérieur
105-num-1,Quatre enfants font des backbends dans le gymnase
105-num-2,Quatre filles font des backbends et jouent à l'extérieur
106-num-1,Quatre filles font des backbends et jouent à l'extérieur
106-num-2,Quatre enfants font des backbends dans le parc
107-num-1,Un homme qui joue court avec le ballon dans ses mains
107-num-2,Un joueur court avec le ballon
108-num-1,Un joueur lance le ballon
108-num-2,Un joueur court avec le ballon
109-num-1,Deux groupes de personnes jouent au football
109-num-2,Deux équipes participent à un match de football
110-num-1,Deux équipes participent à un match de football
110-num-2,Deux équipes participent à un match de baseball
111-num-1,Deux équipes participent à un match de football
111-num-2,Le football est joué par deux équipes concurrentes
112-num-1,Deux groupes de personnes jouent au football
112-num-2,Un joueur court avec le ballon
113-num-1,Deux équipes participent à un match de baseball
113-num-2,Un joueur court avec le ballon
114-num-1,Un joueur court avec le ballon
114-num-2,Le football est joué par deux équipes concurrentes
115-num-1,Deux équipes participent à un match de football
115-num-2,Un homme qui joue court avec le ballon dans ses mains
116-num-1,Un joueur lance le ballon
116-num-2,Deux équipes participent à un match de football
117-num-1,Un joueur court avec le ballon
117-num-2,Deux équipes participent à un match de football
118-num-1,Cinq enfants se tiennent devant une cabane en bois
118-num-2,Cinq enfants se tiennent devant une cabane en bois
119-num-1,Cinq enfants se tiennent devant une cabane en bois
119-num-2,Cinq enfants se tiennent dans une cabane en bois
120-num-1,Cinq stands en bois sont devant la cabane de chaque enfant
120-num-2,Cinq enfants se tiennent devant une cabane en bois
121-num-1,Cinq enfants se tiennent près les uns des autres et un enfant a une arme à feu
121-num-2,Cinq enfants se tiennent près les uns des autres et un enfant a une arme
122-num-1,Cinq enfants se tiennent près les uns des autres et un enfant a une arme à feu
122-num-2,Cinq enfants se tiennent près les uns des autres et aucun des enfants n'a de pistolet
123-num-1,Cinq enfants se tiennent devant une cabane en bois
123-num-2,Cinq enfants se tiennent près les uns des autres et un enfant a une arme
124-num-1,Cinq enfants se tiennent près les uns des autres et aucun des enfants n'a de pistolet
124-num-2,Cinq enfants se tiennent devant une cabane en bois
125-num-1,Cinq enfants se tiennent devant une cabane en bois
125-num-2,Cinq enfants se tiennent près les uns des autres et un enfant a une arme à feu
126-num-1,Cinq enfants se tiennent dans une cabane en bois
126-num-2,Cinq enfants se tiennent près les uns des autres et un enfant a une arme à feu
127-num-1,Cinq stands en bois sont devant la cabane de chaque enfant
127-num-2,Cinq enfants se tiennent près les uns des autres et un enfant a une arme à feu
128-num-1,Cinq enfants se tiennent devant une cabane en bois
128-num-2,Cinq enfants se tiennent près les uns des autres et un enfant a une arme à feu
129-num-1,Un vieil homme est assis dans un champ
129-num-2,Un homme est assis dans un champ
130-num-1,Un homme est assis dans un champ
130-num-2,Un homme court dans un champ
131-num-1,Une personne porte un chapeau et est assise sur l'herbe
131-num-2,Une personne est assise dans un champ et porte un chapeau
132-num-1,Une personne porte un chapeau et est assise sur l'herbe
132-num-2,Il n'y a personne qui porte un chapeau et assis sur l'herbe
133-num-1,Une personne est assise et porte un chapeau d'herbe
133-num-2,Une personne porte un chapeau et est assise sur l'herbe
134-num-1,Une personne est assise dans un champ et porte un chapeau
134-num-2,Un homme est assis dans un champ
135-num-1,Un homme est assis dans un champ
135-num-2,Il n'y a personne qui porte un chapeau et assis sur l'herbe
136-num-1,Une personne est assise et porte un chapeau d'herbe
136-num-2,Un homme est assis dans un champ
137-num-1,Un vieil homme est assis dans un champ
137-num-2,Une personne porte un chapeau et est assise sur l'herbe
138-num-1,Une personne porte un chapeau et est assise sur l'herbe
138-num-2,Un homme court dans un champ
139-num-1,Un homme est assis dans un champ
139-num-2,Une personne porte un chapeau et est assise sur l'herbe
140-num-1,Le courant est monté par un groupe d'amis dans un radeau
140-num-2,Un groupe d'amis monte le courant dans un radeau
141-num-1,Un groupe d'amis monte le courant dans un radeau
141-num-2,Un groupe ne monte pas le courant dans un radeau
142-num-1,Ce groupe de personnes pratique la sécurité de l'eau et porte des conservateurs
142-num-2,Les conservateurs sont portés par un groupe de personnes qui pratiquent la sécurité de l'eau
143-num-1,Personne ne pratique la sécurité de l'eau et porte des conservateurs
143-num-2,Ce groupe de personnes pratique la sécurité de l'eau et porte des conservateurs
144-num-1,Un groupe d'amis monte le courant dans un radeau
144-num-2,Les conservateurs sont portés par un groupe de personnes qui pratiquent la sécurité de l'eau
145-num-1,Personne ne pratique la sécurité de l'eau et porte des conservateurs
145-num-2,Un groupe d'amis monte le courant dans un radeau
146-num-1,Le courant est monté par un groupe d'amis dans un radeau
146-num-2,Ce groupe de personnes pratique la sécurité de l'eau et porte des conservateurs
147-num-1,Un groupe ne monte pas le courant dans un radeau
147-num-2,Ce groupe de personnes pratique la sécurité de l'eau et porte des conservateurs
148-num-1,Un groupe d'amis monte le courant dans un radeau
148-num-2,Ce groupe de personnes pratique la sécurité de l'eau et porte des conservateurs
149-num-1,Un cerf saute par-dessus une clôture
149-num-2,Un cerf saute par-dessus l'enceinte
150-num-1,Un cerf saute par-dessus une clôture
150-num-2,Un cerf ne saute pas par-dessus la clôture
151-num-1,Un cerf sauvage saute une clôture
151-num-2,Un cerf saute une clôture
152-num-1,Un cerf saute une clôture
152-num-2,Il n'y a pas de clôtures de saut de cerf
153-num-1,Un cerf sauvage saute une clôture
153-num-2,Un cerf saute par-dessus une clôture
154-num-1,Il n'y a pas de clôtures de saut de cerf
154-num-2,Un cerf saute par-dessus une clôture
155-num-1,Un cerf saute par-dessus l'enceinte
155-num-2,Un cerf saute une clôture
156-num-1,Un cerf saute une clôture
156-num-2,Un cerf ne saute pas par-dessus la clôture
157-num-1,Un cerf saute par-dessus une clôture
157-num-2,Un cerf saute une clôture
158-num-1,Les gens marchent à l'extérieur d'un bâtiment qui a de nombreuses peintures murales dessus
158-num-2,Les gens marchent à l'extérieur du bâtiment qui a plusieurs peintures murales
159-num-1,Les gens marchent dans un bâtiment qui a de nombreuses peintures murales
159-num-2,Les gens marchent à l'extérieur d'un bâtiment qui a de nombreuses peintures murales dessus
160-num-1,Plusieurs personnes sont devant un bâtiment recouvert de couleurs
160-num-2,Plusieurs personnes sont devant un bâtiment coloré
161-num-1,Plusieurs personnes sont devant un bâtiment coloré
161-num-2,Personne n'est devant le bâtiment coloré
162-num-1,Plusieurs personnes sont devant un bâtiment recouvert de couleurs
162-num-2,Les gens marchent à l'extérieur d'un bâtiment qui a de nombreuses peintures murales dessus
163-num-1,Les gens marchent à l'extérieur d'un bâtiment qui a de nombreuses peintures murales dessus
163-num-2,Personne n'est devant le bâtiment coloré
164-num-1,Les gens marchent à l'extérieur du bâtiment qui a plusieurs peintures murales
164-num-2,Plusieurs personnes sont devant un bâtiment coloré
165-num-1,Plusieurs personnes sont devant un bâtiment coloré
165-num-2,Les gens marchent dans un bâtiment qui a de nombreuses peintures murales
166-num-1,Les gens marchent à l'extérieur d'un bâtiment qui a de nombreuses peintures murales dessus
166-num-2,Plusieurs personnes sont devant un bâtiment coloré
167-num-1,Un garçon frappe un baseball
167-num-2,Un enfant frappe un baseball
168-num-1,Un enfant frappe un baseball
168-num-2,Un enfant manque un baseball
169-num-1,Une famille regarde un petit garçon qui frappe un baseball
169-num-2,Une famille regarde un garçon qui frappe un baseball
170-num-1,Une famille regarde un petit garçon qui frappe un baseball
170-num-2,Une famille regarde un petit garçon qui manque un baseball
171-num-1,Un petit garçon regarde une famille qui frappe un baseball
171-num-2,Une famille regarde un petit garçon qui frappe un baseball
172-num-1,Une famille regarde un garçon qui frappe un baseball
172-num-2,Un enfant frappe un baseball
173-num-1,Un enfant frappe un baseball
173-num-2,Une famille regarde un petit garçon qui manque un baseball
174-num-1,Un petit garçon regarde une famille qui frappe un baseball
174-num-2,Un enfant frappe un baseball
175-num-1,Une famille regarde un petit garçon qui frappe un baseball
175-num-2,Un garçon frappe un baseball
176-num-1,Un enfant manque un baseball
176-num-2,Une famille regarde un petit garçon qui frappe un baseball
177-num-1,Une famille regarde un petit garçon qui frappe un baseball
177-num-2,Un enfant frappe un baseball
178-num-1,Un grand groupe de personnes asiatiques mange dans un restaurant
178-num-2,Un groupe de personnes d'Asie mange dans un restaurant
179-num-1,Un grand groupe de personnes asiatiques mange dans un restaurant
179-num-2,Un petit groupe de personnes attend de manger dans un restaurant
180-num-1,Un grand groupe de personnes asiatiques mange dans un restaurant
180-num-2,Un groupe de personnes dans un grand restaurant asiatique mange
181-num-1,Diverses personnes mangent à des tables rouges dans un restaurant bondé aux lumières violettes
181-num-2,Divers clients mangent dans un restaurant bondé aux lumières violettes
182-num-1,Peu de gens mangent à des tables rouges dans un restaurant sans lumières
182-num-2,Diverses personnes mangent à des tables rouges dans un restaurant bondé aux lumières violettes
183-num-1,Une foule violette de gens mange sur diverses tables de restaurants éclairées rouges
183-num-2,Diverses personnes mangent à des tables rouges dans un restaurant bondé aux lumières violettes
184-num-1,Un grand groupe de personnes asiatiques mange dans un restaurant
184-num-2,Divers clients mangent dans un restaurant bondé aux lumières violettes
185-num-1,Peu de gens mangent à des tables rouges dans un restaurant sans lumières
185-num-2,Un grand groupe de personnes asiatiques mange dans un restaurant
186-num-1,Une foule violette de gens mange sur diverses tables de restaurants éclairées rouges
186-num-2,Un grand groupe de personnes asiatiques mange dans un restaurant
187-num-1,Un groupe de personnes d'Asie mange dans un restaurant
187-num-2,Diverses personnes mangent à des tables rouges dans un restaurant bondé aux lumières violettes
188-num-1,Diverses personnes mangent à des tables rouges dans un restaurant bondé aux lumières violettes
188-num-2,Un petit groupe de personnes attend de manger dans un restaurant
189-num-1,Un groupe de personnes dans un grand restaurant asiatique mange
189-num-2,Diverses personnes mangent à des tables rouges dans un restaurant bondé aux lumières violettes
190-num-1,Un grand groupe de personnes asiatiques mange dans un restaurant
190-num-2,Diverses personnes mangent à des tables rouges dans un restaurant bondé aux lumières violettes
191-num-1,Un cycliste est debout sur le siège d'une moto blanche
191-num-2,Une moto roule debout sur le siège du véhicule
192-num-1,Un cycliste est debout sur le siège d'une moto blanche
192-num-2,Aucun cavalier à moto ne se tient debout sur le siège d'une moto
193-num-1,Quelqu'un est sur une moto en noir et blanc et se tient sur le siège
193-num-2,Un cavalier est sur un vélo noir et blanc et se tient sur le siège
194-num-1,Personne n'est sur une moto et se tient sur le siège
194-num-2,Quelqu'un est sur une moto en noir et blanc et se tient sur le siège
195-num-1,Un cavalier est sur un vélo noir et blanc et se tient sur le siège
195-num-2,Un cycliste est debout sur le siège d'une moto blanche
196-num-1,Personne n'est sur une moto et se tient sur le siège
196-num-2,Un cycliste est debout sur le siège d'une moto blanche
197-num-1,Quelqu'un est sur une moto en noir et blanc et se tient sur le siège
197-num-2,Une moto roule debout sur le siège du véhicule
198-num-1,Quelqu'un est sur une moto en noir et blanc et se tient sur le siège
198-num-2,Aucun cavalier à moto ne se tient debout sur le siège d'une moto
199-num-1,Quelqu'un est sur une moto en noir et blanc et se tient sur le siège
199-num-2,Un cycliste est debout sur le siège d'une moto blanche
200-num-1,Un motocycliste conduit dangereusement une moto le long d'une chaussée
200-num-2,Un motocycliste conduit une moto le long d'une chaussée
201-num-1,Il n'y a pas de motocycliste conduisant une moto le long d'une chaussée
201-num-2,Un motocycliste conduit une moto le long d'une chaussée
202-num-1,Un homme avec un casque peint en rouge monte une moto bleue sur la route
202-num-2,Un motocycliste avec un casque rouge monte une moto bleue sur la route
203-num-1,Un motocycliste avec un casque rouge monte une moto bleue sur la route
203-num-2,Un motocycliste sans casque attend une moto bleue près de la route
204-num-1,Un homme avec un casque peint en rouge monte une moto bleue sur la route
204-num-2,Un motocycliste conduit une moto le long d'une chaussée
205-num-1,Un motocycliste sans casque attend une moto bleue près de la route
205-num-2,Un motocycliste conduit une moto le long d'une chaussée
206-num-1,Un motocycliste avec un casque rouge monte une moto bleue sur la route
206-num-2,Un motocycliste conduit dangereusement une moto le long d'une chaussée
207-num-1,Il n'y a pas de motocycliste conduisant une moto le long d'une chaussée
207-num-2,Un motocycliste avec un casque rouge monte une moto bleue sur la route
208-num-1,Un motocycliste avec un casque rouge monte une moto bleue sur la route
208-num-2,Un motocycliste conduit une moto le long d'une chaussée
209-num-1,Un chien attrape un bâton dans l'air et un autre regarde
209-num-2,Un chien saute haut dans les airs et un autre regarde
210-num-1,Il n'y a pas de chien sautant dans les airs
210-num-2,Un chien saute haut dans les airs et un autre regarde
211-num-1,Deux chiens jouent par un arbre
211-num-2,Deux chiens jouent par une plante
212-num-1,Deux chiens jouent par un arbre
212-num-2,Deux chiens dorment par un arbre
213-num-1,Un chien saute haut dans les airs et un autre regarde
213-num-2,Deux chiens jouent par une plante
214-num-1,Un chien saute haut dans les airs et un autre regarde
214-num-2,Deux chiens dorment par un arbre
215-num-1,Deux chiens jouent par un arbre
215-num-2,Un chien attrape un bâton dans l'air et un autre regarde
216-num-1,Deux chiens jouent par un arbre
216-num-2,Il n'y a pas de chien sautant dans les airs
217-num-1,Deux chiens jouent par un arbre
217-num-2,Un chien saute haut dans les airs et un autre regarde
218-num-1,Une fille en blanc danse
218-num-2,Une fille porte des vêtements blancs et danse
219-num-1,Il n'y a pas de fille en danse blanche
219-num-2,Une fille en blanc danse
220-num-1,Le danseur danse devant l'équipement du son
220-num-2,La fille blonde danse devant l'équipement du son
221-num-1,La fille blonde danse derrière l'équipement sonore
221-num-2,La fille blonde danse devant l'équipement du son
222-num-1,La fille blonde danse devant l'équipement du son
222-num-2,L'équipement devant la fille danse blonde est solide
223-num-1,Une fille en blanc danse
223-num-2,Le danseur danse devant l'équipement du son
224-num-1,Une fille en blanc danse
224-num-2,La fille blonde danse derrière l'équipement sonore
225-num-1,L'équipement devant la fille danse blonde est solide
225-num-2,Une fille en blanc danse
226-num-1,Une fille porte des vêtements blancs et danse
226-num-2,La fille blonde danse devant l'équipement du son
227-num-1,La fille blonde danse devant l'équipement du son
227-num-2,Il n'y a pas de fille en danse blanche
228-num-1,Une fille en blanc danse
228-num-2,La fille blonde danse devant l'équipement du son
229-num-1,Les enfants d'une famille jouent patiemment et attendent
229-num-2,Les enfants d'une famille jouent et attendent
230-num-1,Les enfants d'une famille jouent et attendent
230-num-2,Il n'y a pas d'enfants qui jouent et attendent
231-num-1,Trois enfants asiatiques dansent et un homme sérieux regarde
231-num-2,Trois enfants asiatiques dansent et un homme regarde
232-num-1,Trois enfants asiatiques dansent et un homme regarde
232-num-2,Trois enfants asiatiques dansent et il n'y a aucun homme à la recherche
233-num-1,Trois enfants asiatiques dansent et un homme regarde
233-num-2,Un homme asiatique danse et trois enfants regardent
234-num-1,Les enfants d'une famille jouent et attendent
234-num-2,Trois enfants asiatiques dansent et un homme sérieux regarde
235-num-1,Les enfants d'une famille jouent et attendent
235-num-2,Trois enfants asiatiques dansent et il n'y a aucun homme à la recherche
236-num-1,Les enfants d'une famille jouent et attendent
236-num-2,Un homme asiatique danse et trois enfants regardent
237-num-1,Les enfants d'une famille jouent patiemment et attendent
237-num-2,Trois enfants asiatiques dansent et un homme regarde
238-num-1,Il n'y a pas d'enfants qui jouent et attendent
238-num-2,Trois enfants asiatiques dansent et un homme regarde
239-num-1,Trois enfants asiatiques dansent et un homme regarde
239-num-2,Les enfants d'une famille jouent et attendent
240-num-1,Une femme porte un chapeau égyptien sur sa tête
240-num-2,Une femme porte une coiffure égyptienne
241-num-1,Une femme porte une coiffure égyptienne
241-num-2,Une femme porte une coiffure indienne
242-num-1,Une femme porte une coiffure égyptienne
