file,concept1,concept2,value
input-data/sick_annotated.txt,82-num-1,82-num-2,2.6
input-data/sick_annotated.txt,83-num-1,83-num-2,2.2
input-data/sick_annotated.txt,84-num-1,84-num-2,3
input-data/sick_annotated.txt,85-num-1,85-num-2,2
input-data/sick_annotated.txt,86-num-1,86-num-2,2.6
input-data/sick_annotated.txt,87-num-1,87-num-2,5
input-data/sick_annotated.txt,88-num-1,88-num-2,4.2
input-data/sick_annotated.txt,89-num-1,89-num-2,4.8
input-data/sick_annotated.txt,90-num-1,90-num-2,3
input-data/sick_annotated.txt,91-num-1,91-num-2,3.1
input-data/sick_annotated.txt,92-num-1,92-num-2,1.6
input-data/sick_annotated.txt,93-num-1,93-num-2,1.7
input-data/sick_annotated.txt,94-num-1,94-num-2,1.4
input-data/sick_annotated.txt,95-num-1,95-num-2,1.6
input-data/sick_annotated.txt,96-num-1,96-num-2,1.2
input-data/sick_annotated.txt,97-num-1,97-num-2,1.5
input-data/sick_annotated.txt,98-num-1,98-num-2,4.8
input-data/sick_annotated.txt,99-num-1,99-num-2,3.8
input-data/sick_annotated.txt,100-num-1,100-num-2,4.1
input-data/sick_annotated.txt,101-num-1,101-num-2,4
input-data/sick_annotated.txt,102-num-1,102-num-2,3.7
input-data/sick_annotated.txt,103-num-1,103-num-2,3.7
input-data/sick_annotated.txt,104-num-1,104-num-2,4.3
input-data/sick_annotated.txt,105-num-1,105-num-2,3.8
input-data/sick_annotated.txt,106-num-1,106-num-2,4.1
input-data/sick_annotated.txt,107-num-1,107-num-2,4.3
input-data/sick_annotated.txt,108-num-1,108-num-2,3.5
input-data/sick_annotated.txt,109-num-1,109-num-2,4.7
input-data/sick_annotated.txt,110-num-1,110-num-2,3.9
input-data/sick_annotated.txt,111-num-1,111-num-2,4.8
input-data/sick_annotated.txt,112-num-1,112-num-2,2.1
input-data/sick_annotated.txt,113-num-1,113-num-2,3
input-data/sick_annotated.txt,114-num-1,114-num-2,3
input-data/sick_annotated.txt,115-num-1,115-num-2,2.7
input-data/sick_annotated.txt,116-num-1,116-num-2,2.9
input-data/sick_annotated.txt,117-num-1,117-num-2,2.6
input-data/sick_annotated.txt,118-num-1,118-num-2,4.8
input-data/sick_annotated.txt,119-num-1,119-num-2,4.2
input-data/sick_annotated.txt,120-num-1,120-num-2,3.2
input-data/sick_annotated.txt,121-num-1,121-num-2,4.8
input-data/sick_annotated.txt,122-num-1,122-num-2,3.7
input-data/sick_annotated.txt,123-num-1,123-num-2,2.8
input-data/sick_annotated.txt,124-num-1,124-num-2,2.6
input-data/sick_annotated.txt,125-num-1,125-num-2,3
input-data/sick_annotated.txt,126-num-1,126-num-2,2.7
input-data/sick_annotated.txt,127-num-1,127-num-2,2.3
input-data/sick_annotated.txt,128-num-1,128-num-2,2.3
input-data/sick_annotated.txt,129-num-1,129-num-2,4.4
input-data/sick_annotated.txt,130-num-1,130-num-2,2.6
input-data/sick_annotated.txt,131-num-1,131-num-2,4.1
input-data/sick_annotated.txt,132-num-1,132-num-2,3.3
input-data/sick_annotated.txt,133-num-1,133-num-2,3.4
input-data/sick_annotated.txt,134-num-1,134-num-2,4
input-data/sick_annotated.txt,135-num-1,135-num-2,2.7
input-data/sick_annotated.txt,136-num-1,136-num-2,3.3
input-data/sick_annotated.txt,137-num-1,137-num-2,2.8
input-data/sick_annotated.txt,138-num-1,138-num-2,1.4
input-data/sick_annotated.txt,139-num-1,139-num-2,3.8
input-data/sick_annotated.txt,140-num-1,140-num-2,4.9
input-data/sick_annotated.txt,141-num-1,141-num-2,3.7
input-data/sick_annotated.txt,142-num-1,142-num-2,4.9
input-data/sick_annotated.txt,143-num-1,143-num-2,3.4
input-data/sick_annotated.txt,144-num-1,144-num-2,2.9
input-data/sick_annotated.txt,145-num-1,145-num-2,2.2
input-data/sick_annotated.txt,146-num-1,146-num-2,3.2
input-data/sick_annotated.txt,147-num-1,147-num-2,2.8
input-data/sick_annotated.txt,148-num-1,148-num-2,3.1
input-data/sick_annotated.txt,149-num-1,149-num-2,4.535
input-data/sick_annotated.txt,150-num-1,150-num-2,3.9
input-data/sick_annotated.txt,151-num-1,151-num-2,4.8
input-data/sick_annotated.txt,152-num-1,152-num-2,4.1
input-data/sick_annotated.txt,153-num-1,153-num-2,4.5
input-data/sick_annotated.txt,154-num-1,154-num-2,2.685
input-data/sick_annotated.txt,155-num-1,155-num-2,4.2
input-data/sick_annotated.txt,156-num-1,156-num-2,3.55
input-data/sick_annotated.txt,157-num-1,157-num-2,4.9
input-data/sick_annotated.txt,158-num-1,158-num-2,4.7
input-data/sick_annotated.txt,159-num-1,159-num-2,3.4
input-data/sick_annotated.txt,160-num-1,160-num-2,4.7
input-data/sick_annotated.txt,161-num-1,161-num-2,3.5
input-data/sick_annotated.txt,162-num-1,162-num-2,3.8
input-data/sick_annotated.txt,163-num-1,163-num-2,3.6
input-data/sick_annotated.txt,164-num-1,164-num-2,3.6
input-data/sick_annotated.txt,165-num-1,165-num-2,3.4
input-data/sick_annotated.txt,166-num-1,166-num-2,3.7
input-data/sick_annotated.txt,167-num-1,167-num-2,4.4
input-data/sick_annotated.txt,168-num-1,168-num-2,3.8
input-data/sick_annotated.txt,169-num-1,169-num-2,4.6
input-data/sick_annotated.txt,170-num-1,170-num-2,3.9
input-data/sick_annotated.txt,171-num-1,171-num-2,3.7
input-data/sick_annotated.txt,172-num-1,172-num-2,3.7
input-data/sick_annotated.txt,173-num-1,173-num-2,3.015
input-data/sick_annotated.txt,174-num-1,174-num-2,3.7
input-data/sick_annotated.txt,175-num-1,175-num-2,4.2
input-data/sick_annotated.txt,176-num-1,176-num-2,2.7
input-data/sick_annotated.txt,177-num-1,177-num-2,4.1
input-data/sick_annotated.txt,178-num-1,178-num-2,4.8
input-data/sick_annotated.txt,179-num-1,179-num-2,3.4
input-data/sick_annotated.txt,180-num-1,180-num-2,3.5
input-data/sick_annotated.txt,181-num-1,181-num-2,4.6
input-data/sick_annotated.txt,182-num-1,182-num-2,3.2
input-data/sick_annotated.txt,183-num-1,183-num-2,3.3
input-data/sick_annotated.txt,184-num-1,184-num-2,2.9
input-data/sick_annotated.txt,185-num-1,185-num-2,2.6
input-data/sick_annotated.txt,186-num-1,186-num-2,3.1
input-data/sick_annotated.txt,187-num-1,187-num-2,3
input-data/sick_annotated.txt,188-num-1,188-num-2,3.2
input-data/sick_annotated.txt,189-num-1,189-num-2,3.3
input-data/sick_annotated.txt,190-num-1,190-num-2,3.3
input-data/sick_annotated.txt,191-num-1,191-num-2,4.1
input-data/sick_annotated.txt,192-num-1,192-num-2,3.8
input-data/sick_annotated.txt,193-num-1,193-num-2,4.6
input-data/sick_annotated.txt,194-num-1,194-num-2,3.7
input-data/sick_annotated.txt,195-num-1,195-num-2,3.6
input-data/sick_annotated.txt,196-num-1,196-num-2,3.6
input-data/sick_annotated.txt,197-num-1,197-num-2,3.165
input-data/sick_annotated.txt,198-num-1,198-num-2,3.6
input-data/sick_annotated.txt,199-num-1,199-num-2,3.7
input-data/sick_annotated.txt,200-num-1,200-num-2,4.6
input-data/sick_annotated.txt,201-num-1,201-num-2,3.7
input-data/sick_annotated.txt,202-num-1,202-num-2,4.8
input-data/sick_annotated.txt,203-num-1,203-num-2,3.7
input-data/sick_annotated.txt,204-num-1,204-num-2,4
input-data/sick_annotated.txt,205-num-1,205-num-2,3.3
input-data/sick_annotated.txt,206-num-1,206-num-2,3.8
input-data/sick_annotated.txt,207-num-1,207-num-2,3.3
input-data/sick_annotated.txt,208-num-1,208-num-2,4.5
input-data/sick_annotated.txt,209-num-1,209-num-2,4.2
input-data/sick_annotated.txt,210-num-1,210-num-2,3.3
input-data/sick_annotated.txt,211-num-1,211-num-2,4.6
input-data/sick_annotated.txt,212-num-1,212-num-2,3.565
input-data/sick_annotated.txt,213-num-1,213-num-2,2.8
input-data/sick_annotated.txt,214-num-1,214-num-2,2.6
input-data/sick_annotated.txt,215-num-1,215-num-2,3.7
input-data/sick_annotated.txt,216-num-1,216-num-2,2.7
input-data/sick_annotated.txt,217-num-1,217-num-2,3
input-data/sick_annotated.txt,218-num-1,218-num-2,4.9
input-data/sick_annotated.txt,219-num-1,219-num-2,4.2
input-data/sick_annotated.txt,220-num-1,220-num-2,4.4
input-data/sick_annotated.txt,221-num-1,221-num-2,3.9
input-data/sick_annotated.txt,222-num-1,222-num-2,3.9
input-data/sick_annotated.txt,223-num-1,223-num-2,4
input-data/sick_annotated.txt,224-num-1,224-num-2,3.3
input-data/sick_annotated.txt,225-num-1,225-num-2,2.7
input-data/sick_annotated.txt,226-num-1,226-num-2,3.5
input-data/sick_annotated.txt,227-num-1,227-num-2,3.3
input-data/sick_annotated.txt,228-num-1,228-num-2,3.3
input-data/sick_annotated.txt,229-num-1,229-num-2,4.5
input-data/sick_annotated.txt,230-num-1,230-num-2,3.1
input-data/sick_annotated.txt,231-num-1,231-num-2,4.5
input-data/sick_annotated.txt,232-num-1,232-num-2,3.9
input-data/sick_annotated.txt,233-num-1,233-num-2,3.7
input-data/sick_annotated.txt,234-num-1,234-num-2,1.9
input-data/sick_annotated.txt,235-num-1,235-num-2,2.7
input-data/sick_annotated.txt,236-num-1,236-num-2,1.9
input-data/sick_annotated.txt,237-num-1,237-num-2,2.3
input-data/sick_annotated.txt,238-num-1,238-num-2,1.6
input-data/sick_annotated.txt,239-num-1,239-num-2,2.3
input-data/sick_annotated.txt,240-num-1,240-num-2,4.3
input-data/sick_annotated.txt,241-num-1,241-num-2,4
input-data/sick_annotated.txt,242-num-1,242-num-2,3.9
input-data/sick_annotated.txt,243-num-1,243-num-2,3.9
input-data/sick_annotated.txt,244-num-1,244-num-2,3.9
input-data/sick_annotated.txt,245-num-1,245-num-2,3.7
input-data/sick_annotated.txt,246-num-1,246-num-2,2.3
input-data/sick_annotated.txt,247-num-1,247-num-2,3.6
input-data/sick_annotated.txt,248-num-1,248-num-2,3.6
input-data/sick_annotated.txt,249-num-1,249-num-2,2.5
input-data/sick_annotated.txt,250-num-1,250-num-2,3
input-data/sick_annotated.txt,251-num-1,251-num-2,3.1
input-data/sick_annotated.txt,252-num-1,252-num-2,3.8
input-data/sick_annotated.txt,253-num-1,253-num-2,4.7
input-data/sick_annotated.txt,254-num-1,254-num-2,3.2
input-data/sick_annotated.txt,255-num-1,255-num-2,4.2
input-data/sick_annotated.txt,256-num-1,256-num-2,4.3
input-data/sick_annotated.txt,257-num-1,257-num-2,2.5
input-data/sick_annotated.txt,258-num-1,258-num-2,2.5
input-data/sick_annotated.txt,259-num-1,259-num-2,2.9
input-data/sick_annotated.txt,260-num-1,260-num-2,2.4
input-data/sick_annotated.txt,261-num-1,261-num-2,3.2
input-data/sick_annotated.txt,262-num-1,262-num-2,4.7
input-data/sick_annotated.txt,263-num-1,263-num-2,4.1
input-data/sick_annotated.txt,264-num-1,264-num-2,2.8
input-data/sick_annotated.txt,265-num-1,265-num-2,4.8
input-data/sick_annotated.txt,266-num-1,266-num-2,3.6
input-data/sick_annotated.txt,267-num-1,267-num-2,2.9
input-data/sick_annotated.txt,268-num-1,268-num-2,2.5
input-data/sick_annotated.txt,269-num-1,269-num-2,3.2
input-data/sick_annotated.txt,270-num-1,270-num-2,3.7
input-data/sick_annotated.txt,271-num-1,271-num-2,3.1
input-data/sick_annotated.txt,272-num-1,272-num-2,3.8
input-data/sick_annotated.txt,273-num-1,273-num-2,4.1
input-data/sick_annotated.txt,274-num-1,274-num-2,3.6
input-data/sick_annotated.txt,275-num-1,275-num-2,4.2
input-data/sick_annotated.txt,276-num-1,276-num-2,3.2
input-data/sick_annotated.txt,277-num-1,277-num-2,3
input-data/sick_annotated.txt,278-num-1,278-num-2,2.8
input-data/sick_annotated.txt,279-num-1,279-num-2,3.3
input-data/sick_annotated.txt,280-num-1,280-num-2,3.135
input-data/sick_annotated.txt,281-num-1,281-num-2,4
input-data/sick_annotated.txt,282-num-1,282-num-2,4.6
input-data/sick_annotated.txt,283-num-1,283-num-2,3.6
input-data/sick_annotated.txt,284-num-1,284-num-2,4.7
input-data/sick_annotated.txt,285-num-1,285-num-2,3.9
input-data/sick_annotated.txt,286-num-1,286-num-2,3
input-data/sick_annotated.txt,287-num-1,287-num-2,3.8
input-data/sick_annotated.txt,288-num-1,288-num-2,3.8
input-data/sick_annotated.txt,289-num-1,289-num-2,3.4
input-data/sick_annotated.txt,290-num-1,290-num-2,3
input-data/sick_annotated.txt,291-num-1,291-num-2,4
input-data/sick_annotated.txt,292-num-1,292-num-2,3.285
input-data/sick_annotated.txt,293-num-1,293-num-2,4.4
input-data/sick_annotated.txt,294-num-1,294-num-2,3.8
input-data/sick_annotated.txt,295-num-1,295-num-2,2.9
input-data/sick_annotated.txt,296-num-1,296-num-2,2.8
input-data/sick_annotated.txt,297-num-1,297-num-2,2.3
input-data/sick_annotated.txt,298-num-1,298-num-2,1.8
input-data/sick_annotated.txt,299-num-1,299-num-2,3.2
input-data/sick_annotated.txt,300-num-1,300-num-2,4.7
input-data/sick_annotated.txt,301-num-1,301-num-2,2.9
input-data/sick_annotated.txt,302-num-1,302-num-2,3.1
input-data/sick_annotated.txt,303-num-1,303-num-2,4.4
input-data/sick_annotated.txt,304-num-1,304-num-2,3.8
input-data/sick_annotated.txt,305-num-1,305-num-2,3.8
input-data/sick_annotated.txt,306-num-1,306-num-2,3.1
input-data/sick_annotated.txt,307-num-1,307-num-2,3.5
input-data/sick_annotated.txt,308-num-1,308-num-2,3.2
input-data/sick_annotated.txt,309-num-1,309-num-2,3
input-data/sick_annotated.txt,310-num-1,310-num-2,4.2
input-data/sick_annotated.txt,311-num-1,311-num-2,4.3
input-data/sick_annotated.txt,312-num-1,312-num-2,3.8
input-data/sick_annotated.txt,313-num-1,313-num-2,4.5
input-data/sick_annotated.txt,314-num-1,314-num-2,3.8
input-data/sick_annotated.txt,315-num-1,315-num-2,3.3
input-data/sick_annotated.txt,316-num-1,316-num-2,1.6
input-data/sick_annotated.txt,317-num-1,317-num-2,1.3
input-data/sick_annotated.txt,318-num-1,318-num-2,1.7
input-data/sick_annotated.txt,319-num-1,319-num-2,1.8
input-data/sick_annotated.txt,320-num-1,320-num-2,1
input-data/sick_annotated.txt,321-num-1,321-num-2,1.9
input-data/sick_annotated.txt,322-num-1,322-num-2,4.7
input-data/sick_annotated.txt,323-num-1,323-num-2,3.9
input-data/sick_annotated.txt,324-num-1,324-num-2,4.4
input-data/sick_annotated.txt,325-num-1,325-num-2,4.1
input-data/sick_annotated.txt,326-num-1,326-num-2,2.3
input-data/sick_annotated.txt,327-num-1,327-num-2,1.5
input-data/sick_annotated.txt,328-num-1,328-num-2,1.4
input-data/sick_annotated.txt,329-num-1,329-num-2,1.3
input-data/sick_annotated.txt,330-num-1,330-num-2,1.3
input-data/sick_annotated.txt,331-num-1,331-num-2,4
input-data/sick_annotated.txt,332-num-1,332-num-2,2.6
input-data/sick_annotated.txt,333-num-1,333-num-2,4.5
input-data/sick_annotated.txt,334-num-1,334-num-2,3.1
input-data/sick_annotated.txt,335-num-1,335-num-2,4.6
input-data/sick_annotated.txt,336-num-1,336-num-2,4.4
input-data/sick_annotated.txt,337-num-1,337-num-2,3.8
input-data/sick_annotated.txt,338-num-1,338-num-2,1.4
input-data/sick_annotated.txt,339-num-1,339-num-2,4.3
input-data/sick_annotated.txt,340-num-1,340-num-2,4.7
input-data/sick_annotated.txt,341-num-1,341-num-2,3.7
input-data/sick_annotated.txt,342-num-1,342-num-2,2.7
input-data/sick_annotated.txt,343-num-1,343-num-2,4.8
input-data/sick_annotated.txt,344-num-1,344-num-2,3.8
input-data/sick_annotated.txt,345-num-1,345-num-2,3.5
input-data/sick_annotated.txt,346-num-1,346-num-2,2.5
input-data/sick_annotated.txt,347-num-1,347-num-2,2.8
input-data/sick_annotated.txt,348-num-1,348-num-2,2.6
input-data/sick_annotated.txt,349-num-1,349-num-2,2.1
input-data/sick_annotated.txt,350-num-1,350-num-2,3.2
input-data/sick_annotated.txt,351-num-1,351-num-2,4.6
input-data/sick_annotated.txt,352-num-1,352-num-2,3.9
input-data/sick_annotated.txt,353-num-1,353-num-2,3.2
input-data/sick_annotated.txt,354-num-1,354-num-2,4.3
input-data/sick_annotated.txt,355-num-1,355-num-2,3.5
input-data/sick_annotated.txt,356-num-1,356-num-2,4.2
input-data/sick_annotated.txt,357-num-1,357-num-2,3.1
input-data/sick_annotated.txt,358-num-1,358-num-2,3.9
input-data/sick_annotated.txt,359-num-1,359-num-2,3.9
input-data/sick_annotated.txt,360-num-1,360-num-2,3.2
input-data/sick_annotated.txt,361-num-1,361-num-2,4
input-data/sick_annotated.txt,362-num-1,362-num-2,4.5
input-data/sick_annotated.txt,363-num-1,363-num-2,3.4
input-data/sick_annotated.txt,364-num-1,364-num-2,4.9
input-data/sick_annotated.txt,365-num-1,365-num-2,4.4
input-data/sick_annotated.txt,366-num-1,366-num-2,4.1
input-data/sick_annotated.txt,367-num-1,367-num-2,3.2
input-data/sick_annotated.txt,368-num-1,368-num-2,3.8
input-data/sick_annotated.txt,369-num-1,369-num-2,2.8
input-data/sick_annotated.txt,370-num-1,370-num-2,4.3
input-data/sick_annotated.txt,371-num-1,371-num-2,4.3
input-data/sick_annotated.txt,372-num-1,372-num-2,3.8
input-data/sick_annotated.txt,373-num-1,373-num-2,4.4
input-data/sick_annotated.txt,374-num-1,374-num-2,2.9
input-data/sick_annotated.txt,375-num-1,375-num-2,2.6
input-data/sick_annotated.txt,376-num-1,376-num-2,2.4
input-data/sick_annotated.txt,377-num-1,377-num-2,2.1
input-data/sick_annotated.txt,378-num-1,378-num-2,2
input-data/sick_annotated.txt,379-num-1,379-num-2,2.5
input-data/sick_annotated.txt,380-num-1,380-num-2,1.6
input-data/sick_annotated.txt,381-num-1,381-num-2,2.4
input-data/sick_annotated.txt,382-num-1,382-num-2,4.4
input-data/sick_annotated.txt,383-num-1,383-num-2,3.935
input-data/sick_annotated.txt,384-num-1,384-num-2,4.35
input-data/sick_annotated.txt,385-num-1,385-num-2,4
input-data/sick_annotated.txt,386-num-1,386-num-2,4
input-data/sick_annotated.txt,387-num-1,387-num-2,3.8
input-data/sick_annotated.txt,388-num-1,388-num-2,3.6
input-data/sick_annotated.txt,389-num-1,389-num-2,3.4
input-data/sick_annotated.txt,390-num-1,390-num-2,4.6
input-data/sick_annotated.txt,391-num-1,391-num-2,4.8
input-data/sick_annotated.txt,392-num-1,392-num-2,4.1
input-data/sick_annotated.txt,393-num-1,393-num-2,3.7
input-data/sick_annotated.txt,394-num-1,394-num-2,3.6
input-data/sick_annotated.txt,395-num-1,395-num-2,4.2
input-data/sick_annotated.txt,396-num-1,396-num-2,2.6
input-data/sick_annotated.txt,397-num-1,397-num-2,2.7
input-data/sick_annotated.txt,398-num-1,398-num-2,3.1
input-data/sick_annotated.txt,399-num-1,399-num-2,2.7
input-data/sick_annotated.txt,400-num-1,400-num-2,3.2
input-data/sick_annotated.txt,401-num-1,401-num-2,3.7
input-data/sick_annotated.txt,402-num-1,402-num-2,4.1
input-data/sick_annotated.txt,403-num-1,403-num-2,3.5
input-data/sick_annotated.txt,404-num-1,404-num-2,4.7
input-data/sick_annotated.txt,405-num-1,405-num-2,3.5
input-data/sick_annotated.txt,406-num-1,406-num-2,3.6
input-data/sick_annotated.txt,407-num-1,407-num-2,1.8
input-data/sick_annotated.txt,408-num-1,408-num-2,4.1
input-data/sick_annotated.txt,409-num-1,409-num-2,1.5
input-data/sick_annotated.txt,410-num-1,410-num-2,3.2
input-data/sick_annotated.txt,411-num-1,411-num-2,4.9
input-data/sick_annotated.txt,412-num-1,412-num-2,3.3
input-data/sick_annotated.txt,413-num-1,413-num-2,3
input-data/sick_annotated.txt,414-num-1,414-num-2,4.7
input-data/sick_annotated.txt,415-num-1,415-num-2,3.5
input-data/sick_annotated.txt,416-num-1,416-num-2,3.8
input-data/sick_annotated.txt,417-num-1,417-num-2,4
input-data/sick_annotated.txt,418-num-1,418-num-2,3.2
input-data/sick_annotated.txt,419-num-1,419-num-2,3.9
input-data/sick_annotated.txt,420-num-1,420-num-2,2.2
input-data/sick_annotated.txt,421-num-1,421-num-2,3.7
input-data/sick_annotated.txt,422-num-1,422-num-2,4.3
input-data/sick_annotated.txt,423-num-1,423-num-2,3.2
input-data/sick_annotated.txt,424-num-1,424-num-2,4.5
input-data/sick_annotated.txt,425-num-1,425-num-2,3.4
input-data/sick_annotated.txt,426-num-1,426-num-2,3.6
input-data/sick_annotated.txt,427-num-1,427-num-2,4.3
input-data/sick_annotated.txt,428-num-1,428-num-2,3.2
input-data/sick_annotated.txt,429-num-1,429-num-2,2.6
input-data/sick_annotated.txt,430-num-1,430-num-2,3.9
input-data/sick_annotated.txt,431-num-1,431-num-2,3.6
input-data/sick_annotated.txt,432-num-1,432-num-2,4.4
input-data/sick_annotated.txt,433-num-1,433-num-2,4.9
input-data/sick_annotated.txt,434-num-1,434-num-2,4.2
input-data/sick_annotated.txt,435-num-1,435-num-2,4.3
input-data/sick_annotated.txt,436-num-1,436-num-2,2.4
input-data/sick_annotated.txt,437-num-1,437-num-2,2.8
input-data/sick_annotated.txt,438-num-1,438-num-2,1.9
input-data/sick_annotated.txt,439-num-1,439-num-2,2.9
input-data/sick_annotated.txt,440-num-1,440-num-2,3.7
input-data/sick_annotated.txt,441-num-1,441-num-2,3.3
input-data/sick_annotated.txt,442-num-1,442-num-2,4.7
input-data/sick_annotated.txt,443-num-1,443-num-2,3.8
input-data/sick_annotated.txt,444-num-1,444-num-2,3.2
input-data/sick_annotated.txt,445-num-1,445-num-2,4.6
input-data/sick_annotated.txt,446-num-1,446-num-2,3.5
input-data/sick_annotated.txt,447-num-1,447-num-2,4
input-data/sick_annotated.txt,448-num-1,448-num-2,3.6
input-data/sick_annotated.txt,449-num-1,449-num-2,3.6
input-data/sick_annotated.txt,450-num-1,450-num-2,3.3
input-data/sick_annotated.txt,451-num-1,451-num-2,2.3
input-data/sick_annotated.txt,452-num-1,452-num-2,4
input-data/sick_annotated.txt,453-num-1,453-num-2,4.6
input-data/sick_annotated.txt,454-num-1,454-num-2,3.6
input-data/sick_annotated.txt,455-num-1,455-num-2,4.2
input-data/sick_annotated.txt,456-num-1,456-num-2,3.3
input-data/sick_annotated.txt,457-num-1,457-num-2,3
input-data/sick_annotated.txt,458-num-1,458-num-2,2.4
input-data/sick_annotated.txt,459-num-1,459-num-2,2.5
input-data/sick_annotated.txt,460-num-1,460-num-2,2.4
input-data/sick_annotated.txt,461-num-1,461-num-2,2.7
input-data/sick_annotated.txt,462-num-1,462-num-2,3.5
input-data/sick_annotated.txt,463-num-1,463-num-2,3.2
input-data/sick_annotated.txt,464-num-1,464-num-2,3.5
input-data/sick_annotated.txt,465-num-1,465-num-2,4.7
input-data/sick_annotated.txt,466-num-1,466-num-2,4.8
input-data/sick_annotated.txt,467-num-1,467-num-2,3.3
input-data/sick_annotated.txt,468-num-1,468-num-2,2.8
